#fname,lanme,Position,Number,College,DOB,Hand,Weight,Height,BodyType,Skin,Face,Dreads,Helmet,FaceMask,FaceShield,EyeBlack,MouthPiece,LeftGlove,RightGlove,LeftWrist,RightWrist,LeftElbow,RightElbow,Sleeves,LeftShoe,RightShoe,NeckRoll,Turtleneck
Vontaze,Burfict,OLB,55,Arizona State,9/24/1990,Right,255,6' 1",Normal,Skin 3,Face 1,Yes,Standard,Type 6,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
George,Iloka,SS,43,Boise State,6/20/1990,Right,217,6' 4",Normal,Skin 3,Face 3,No,Revolution,Type 5,None,No,No,Team 3,Team 3,Single White,Single White,None,None,None,Style 6,Style 6,None,Non
Mohamed,Sanu,WR,12,Rutgers,8/22/1989,Right,210,6' 2",Normal,Skin 4,Face 5,No,Standard,Type 5,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
Mike,Pollak,G,67,Arizona State,2/16/1985,Right,300,6' 3",Extra Large,Skin 1,Face 2,No,Standard,Type 10,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
Dre,Kirkpatrick,CB,27,Alabama,10/26/1989,Right,185,6' 2",Normal,Skin 4,Face 3,Yes,Standard,Type 19,Clear,Yes,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Whit
Mike,Nugent,K,2,Ohio State,3/2/1982,Right,190,5' 10",Skinny,Skin 1,Face 5,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,White,Style 6,Style 6,None,Non
Andre,Smith,T,71,Alabama,1/25/1987,Right,335,6' 4",Extra Large,Skin 4,Face 13,No,Revolution,Type 23,None,Yes,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
Margus,Hunt,DE,99,SMU,7/14/1987,Right,280,6' 8",Large,Skin 1,Face 15,No,Revolution,Type 7,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,Non
Shawn,Williams,SS,36,Georgia,5/13/1991,Right,211,6 '0",Normal,Skin 4,Face 2,No,Standard,Type 5,Clear,No,No,Team 4,Team 4,Double Team,Double Team,High Black,High Black,None,Style 6,Style 6,None,Non
Giovani,Bernard,RB,25,North Carolina,11/22/1991,Right,208,5' 9",Normal,Skin 3,Face 3,No,Revolution,Type 5,None,No,No,Team 1,Team 1,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,Whit
Vincent,Rey,ILB,57,Duke,9/6/1987,Right,250,6' 2",Normal,Skin 4,Face 7,No,Standard,Type 7,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,Non
Wallace,Gilberry,DE,95,Alabama,12/5/1984,Right,275,6' 2",Large,Skin 4,Face 11,No,Standard,Type 7,None,No,No,Team 1,Team 1,None,None,None,None,None,Style 6,Style 6,None,Non
Dane,Sanzenbacher,WR,11,Ohio State,10/13/1988,Right,184,5' 11",Skinny,Skin 1,Face 6,No,Standard,Type 2,None,Yes,No,Type 2,Type 2,Single Black,Single Black,None,None,None,Style 6,Style 6,None,Non
Jayson,DiManche,OLB,51,None,9/22/1990,Right,240,6' 1",Normal,Skin 4,Face 7,Yes,Standard,Type 7,None,No,Yes,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Clint ,Boling,G,65,Georgia,5/9/1989,Right,311,6' 5",Extra Large,Skin 17,Face 4,No,Standard,Type 10,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Robert,Geathers,DE,91,Georgia,8/11/1983,Right,280,6' 3",Large,Skin 5,Face 15,No,Standard,Type 10,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,Non
Geno,Atkins,DT,97,Georgia,3/28/1988,Right,303,6' 1",Extra Large,Skin 4,Face 14,No,Standard,Type 10,None,Yes,No,Type 3,Type 3,Single White,Single White,None,None,None,Style 6,Style 6,None,Non
Leon,Hall,CB,29,Michigan,12/9/1984,Right,195,5' 11",Skinny,Skin 2,Face 11,No,Revolution,Type 5,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,Non
Kevin,Huber,P,10,Cincinnati,7/16/1985,Left,212,6' 1",Normal,Skin 1,Face 13,No,Standard,Type 1,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,Non
Emmanuel,Lamur,OLB,59,Kansas State,6/8/1989,Right,240,6' 4",Normal,Skin 4,Face 7,Yes,Standard,Type 7,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,Non
Jason,Campbell,QB,17,Auburn,12/31/1981,Right,230,6' 5",Normal,Skin 2,Face 7,No,Standard,Type 3,None,No,No,None,None,None,None,High Black,High Black,None,Style 1,Style 1,None,Non
Tanner,Hawkinson,T,72,Kansas,5/14/1990,Right,300,6' 5",Large,Skin 1,Face 5,No,Standard,Type 10,None,No,No,Type 2,Type 2,Single Black,Single Black,None,None,None,Style 1,Style 1,None,Non
Marshall,Newhouse,T,74,TCU,9/29/1988,Right,319,6' 4",Large,Skin 4,Face 7,No,Standard,Type 8,None,No,No,Type 2,Type 2,Taped Small,Taped Small,Neoprene,Neoprene,None,Style 4,Style 4,None,Non
Darqueze,Dennard,CB,21,Michigan State,10/10/1991,Right,197,5' 11",Normal,Skin 4,Face 2,No,Standard,Type 5,None,No,Yes,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,Non
Jeremy,Hill,RB,32,Louisiana State,10/20/1992,Right,235,6' 1",Normal,Skin 3,Face 6,No,Standard,Type 2,Clear,No,Yes,Team 2,Team 2,Taped Small,Taped Small,High White,High White,None,Style 3,Style 3,None,Non
Will,Clarke,DE,93,West Virginia,5/4/1991,Right,271,6' 6",Large,Skin 4,Face 10,Yes,Revolution,Type 5,Clear,No,Yes,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Russell,Bodine,C,61,North Carolina,6/30/1992,Right,310,6' 4",Large,Skin 1,Face 5,No,Standard,Type 6,None,No,No,Team 1,None,Neoprene Small,Neoprene Small,None,None,None,Style 2,Style 2,None,Non
Marquis,Flowers,OLB,53,Arizona,2/16/1992,Right,233,6' 3",Normal,Skin 4,Face 5,No,Standard,Type 5,None,No,Yes,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,Non
Cedric,Peerman,RB,30,Virginia,10/10/1986,Right,214,5' 10",Normal,Skin 3,Face 5,No,Standard,Type 5,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
Taylor,Mays,FS,26,USC,2/7/1988,Right,225,6' 3",Normal,Skin 2,Face 3,No,Revolution,Type 7,Clear,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Rex,Burkhead,RB,33,Nebraska,7/2/1990,Right,218,5' 10",Normal,Skin 1,Face 6,No,Standard,Type 2,Clear,Yes,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 4,Style 4,None,Non
Ryan,Hewitt,FB,89,Stanford,1/24/1991,Right,254,6' 4",Normal,Skin 1,Face 2,No,Standard,Type 7,None,No,No,None,None,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
James,Wright,WR,86,Louisiana State,12/31/1991,Right,201,6' 1",Normal,Skin 3,Face 6,No,Revolution,Type 2,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
T.J.,Johnson,G,60,South Carolina,7/17/1990,Right,310,6' 4",Large,Skin 1,Face 7,No,Standard,Type 6,None,No,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Devon,Still,DT,75,Penn State,7/11/1989,Right,320,6' 5",Large,Skin 4,Face 9,No,Standard,Type 22,None,No,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
Kevin,Brock,TE,83,Rutgers,4/9/1986,Left,264,6' 5",Normal,Skin 4,Face 3,No,Standard,Type 3,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 1,Style 1,None,Non
Chris,Lewis-Harris,CB,37,Tenn-Chattanooga,2/11/1989,Right,186,5' 10",Normal,Skin 3,Face 3,No,Standard,Type 2,None,Yes,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,Non
Khairi,Fortt,ILB,52,California,3/24/1992,Right,240,6' 2",Normal,Skin 2,Face 6,No,Standard,Type 7,None,No,No,Team 3,Team 3,Neoprene Large,Neoprene Large,None,None,None,Style 6,Style 6,None,Non
C.J.,Spiller,RB,28,Clemson,8/5/1987,Right,200,5' 11",Normal,Skin 5,Face 4,No,Revolution,Type 5,None,Yes,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Marcell,Dareus,DT,99,Alabama,3/13/1990,Right,331,6' 3",Extra Large,Skin 5,Face 7,No,Revolution,Type 10,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Garrison,Sanborn,C,65,Florida State,7/31/1985,Right,240,6' 1",Normal,Skin 1,Face 6,No,Standard,Type 7,None,No,No,None,None,None,None,High Black,High Black,None,Style 3,Style 3,None,Non
Kraig,Urbik,G,60,Wisconsin,9/23/1985,Right,324,6' 5",Extra Large,Skin 1,Face 13,No,Revolution,Type 23,None,No,No,Type 1,Type 1,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,Non
Lee,Smith,TE,85,Georgia Tech,11/21/1987,Right,265,6' 6",Large,Skin 1,Face 6,No,Standard,Type 7,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,Non
Eric,Wood,C,70,Louisville,3/18/1986,Right,310,6' 4",Large,Skin 1,Face 11,No,Revolution,Type 23,None,Yes,No,Type 2,Type 2,Taped Small,Taped Small,Neoprene,Neoprene,None,Style 3,Style 3,None,Whit
Mario,Williams,DE,94,North Carolina State,1/31/1985,Right,292,6' 6",Large,Skin 4,Face 10,No,Standard,Type 10,Clear,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Kyle,Williams,DT,95,Louisiana State,6/10/1983,Right,303,6' 1",Large,Skin 1,Face 6,No,Revolution,Type 26,None,No,No,Type 2,Type 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Cordy,Glenn,T,77,Georgia,9/18/1989,Right,345,6' 6",Extra Large,Skin 3,Face 1,No,Revolution,Type 10,None,No,No,Type 1,Type 1,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,Non
Ron,Brooks,CB,33,Louisiana State,10/16/1988,Right,190,5' 10",Skinny,Skin 4,Face 5,No,Revolution,Type 5,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Stephon,Gilmore,CB,24,South Carolina,9/19/1990,Right,190,6' 1",Normal,Skin 2,Face 6,Yes,Revolution,Type 5,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,Non
Fred,Jackson,RB,22,None,2/20/1981,Right,216,6' 1",Normal,Skin 11,Face 1,No,Standard,Type 5,None,No,No,Team 3,Team 3,Double Black,Double Black,None,None,None,Style 6,Style 6,None,Non
Scott,Chandler,TE,84,Iowa,7/23/1985,Left,260,6' 7",Large,Skin 1,Face 2,No,Revolution,Type 7,None,No,No,Team 2,Team 2,Single White,Single White,None,None,None,Style 3,Style 3,None,Non
Erik,Pears,G,79,Colorado State,6/25/1982,Right,316,6' 8",Large,Skin 1,Face 3,No,Revolution,Type 24,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Manny,Lawson,DE,91,North Carolina State,7/13/1984,Right,240,6' 5",Normal,Skin 4,Face 12,No,Standard,Type 7,Clear,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Leodis,McKelvin,CB,21,Troy State,9/4/1985,Right,185,5' 10",Skinny,Skin 5,Face 7,No,Standard,Type 5,None,No,No,Type 3,Type 3,None,None,High White,High White,None,Style 6,Style 6,None,Non
Jerry,Hughes,DE,55,TCU,8/13/1988,Right,254,6' 2",Normal,Skin 4,Face 9,No,Revolution,Type 23,None,Yes,No,Type 3,Type 3,Single Black,Single Black,None,None,None,Style 6,Style 6,None,Non
EJ,Manuel,QB,3,Florida State,3/19/1990,Right,237,6' 4",Normal,Skin 3,Face 2,No,Standard,Type 2,None,No,No,None,None,Single White,Quarterback,None,None,None,Style 3,Style 3,None,Non
Frank,Summers,FB,38,UNLV,9/6/1985,Right,248,5' 9",Extra Large,Skin 2,Face 4,Yes,Standard,Type 7,None,No,No,Team 1,Team 1,None,None,None,None,None,Style 1,Style 1,None,Non
Marquise,Goodwin,WR,88,Texas,11/19/1990,Right,179,5' 9",Normal,Skin 4,Face 4,No,Standard,Type 2,None,Yes,No,Team 1,Team 1,None,None,None,None,None,Style 1,Style 1,None,Non
Robert,Woods,WR,10,USC,4/10/1992,Right,190,6 '0",Normal,Skin 2,Face 7,No,Standard,Type 5,None,No,No,Type 1,Type 1,Taped Small,Taped Small,High White,High White,None,Style 1,Style 1,None,Non
Duke,Williams,FS,27,Nevada,10/15/1990,Right,201,5' 11",Normal,Skin 3,Face 5,No,Standard,Type 5,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
Da'Norris,Searcy,FS,25,North Carolina,11/16/1988,Right,216,5' 11",Normal,Skin 5,Face 6,Yes,Standard,Type 5,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Dan,Carpenter,K,2,Montana,11/25/1985,Right,228,6' 2",Normal,Skin 1,Face 7,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,Non
Chris,Hogan,WR,15,None,10/24/1988,Left,220,6' 1",Normal,Skin 1,Face 2,No,Standard,Type 2,None,No,No,Team 3,Team 3,None,None,High White,High White,None,Style 1,Style 1,None,Non
Corbin,Bryant,DT,97,Northwest Missouri St.,1/4/1988,Right,300,6' 4",Large,Skin 4,Face 11,No,Revolution,Type 23,None,No,No,Type 3,Type 3,Neoprene Small,Neoprene Small,High Team,High Team,None,Style 1,Style 1,None,Non
Nickell,Robey,CB,37,USC,1/17/1992,Right,165,5' 7",Normal,Skin 4,Face 6,Yes,Standard,Type 5,Clear,No,No,Type 4,Type 4,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 3,Style 3,None,Whit
Ty,Powell,ILB,57,None,4/27/1988,Right,249,6' 2",Normal,Skin 2,Face 10,No,Standard,Type 7,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Chris,Hairston,T,75,Clemson,4/26/1989,Left,330,6' 6",Large,Skin 4,Face 7,No,Revolution,Type 23,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,Non
Aaron,Williams,SS,23,Texas,4/23/1990,Right,199,6 '0",Normal,Skin 4,Face 5,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,Taped Small,Taped Small,High White,High White,None,Style 3,Style 3,None,Non
Anthony,Dixon,RB,26,Mississippi State,9/24/1987,Right,233,6' 1",Normal,Skin 5,Face 4,No,Standard,Type 7,None,Yes,No,Team 3,Team 3,Single White,Single White,Team,None,None,Style 3,Style 3,None,Non
Mike,Williams,WR,19,Syracuse,5/18/1987,Right,212,6' 2",Normal,Skin 4,Face 3,No,Standard,Type 5,Clear,Yes,No,Team 4,Team 4,Single White,Single White,None,None,None,Style 1,Style 1,None,Non
Keith,Rivers,OLB,56,USC,5/5/1986,Right,235,6' 2",Normal,Skin 4,Face 14,No,Standard,Type 7,None,No,No,None,None,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
Brandon,Spikes,ILB,51,Florida,9/3/1987,Right,255,6' 2",Normal,Skin 3,Face 13,Yes,Revolution,Type 17,Clear,No,No,Team 3,Team 3,None,None,None,None,None,Style 3,Style 3,None,Non
Corey,Graham,CB,20,New Hampshire,7/25/1985,Right,196,6 '0",Skinny,Skin 4,Face 5,No,Standard,Type 5,None,No,No,Team 2,Team 2,None,None,High Team,High Team,None,Style 2,Style 2,None,Non
Bryce,Brown,RB,35,Kansas State,5/14/1991,Right,220,6 '0",Normal,Skin 4,Face 3,No,Standard,Type 5,None,No,No,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 2,Style 2,None,Non
Sammy,Watkins,WR,14,Clemson,6/14/1993,Right,205,6' 1",Normal,Skin 4,Face 3,Yes,Revolution,Type 5,Clear,No,Yes,Team 2,Team 2,Single Team,Single Team,High White,High White,None,Style 6,Style 6,None,Non
Cyrus,Kouandjio,T,71,Alabama,7/21/1993,Right,310,6' 4",Large,Skin 4,Face 7,No,Standard,Type 10,None,No,No,Taped,Taped,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,Non
Preston,Brown,OLB,52,Louisville,10/27/1992,Right,260,6' 2",Normal,Skin 4,Face 14,No,Standard,Type 7,None,No,No,Team 4,Team 4,None,None,High White,High White,None,Style 6,Style 6,None,Non
Ross,Cockrell,CB,29,Duke,8/6/1991,Right,183,6 '0",Normal,Skin 2,Face 3,No,Standard,Type 5,None,No,Yes,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Cyril,Richardson,G,68,Baylor,12/27/1990,Right,348,6' 5",Extra Large,Skin 3,Face 5,Yes,Revolution,Type 23,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Jarius,Wynn,DE,92,Georgia,8/29/1986,Right,285,6' 3",Large,Skin 4,Face 13,No,Standard,Type 6,None,No,No,Team 1,Team 1,None,None,High White,High White,None,Style 6,Style 6,None,Non
Kyle,Orton,QB,18,Purdue,11/14/1982,Right,228,6' 4",Normal,Skin 1,Face 2,No,Revolution,Type 2,None,No,No,None,None,Quarterback,Single White,None,None,None,Style 3,Style 3,None,Non
Marcus,Easley,WR,81,Connecticut,11/2/1987,Left,217,6' 2",Skinny,Skin 4,Face 2,No,Standard,Type 5,None,Yes,No,Team 2,Team 2,None,None,High White,High White,None,Style 1,Style 1,None,Non
Chris,Gragg,TE,89,Arkansas,6/30/1990,Left,244,6' 3",Large,Skin 3,Face 14,No,Revolution,Type 7,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,Non
Stefan,Charles,DT,96,None,6/9/1988,Right,302,6' 5",Large,Skin 3,Face 9,No,Standard,Type 23,Clear,No,No,Team 1,Team 1,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,Non
Seantrel,Henderson,T,66,Miami (Fla.),1/21/1992,Right,331,6' 7",Large,Skin 4,Face 7,Yes,Revolution,Type 26,None,No,No,Type 1,Type 1,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,Non
Randell,Johnson,OLB,58,None,3/23/1991,Right,245,6' 4",Normal,Skin 4,Face 6,Yes,Revolution,Type 5,None,No,Yes,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,Non
Jordan,Gay,K,4,None,3/29/1990,Right,200,6' 1",Normal,Skin 1,Face 2,No,Standard,Type 1,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,Non
Colton,Schmidt,P,6,UC Davis,10/27/1990,Right,220,5' 11",Normal,Skin 1,Face 5,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,None,Style 4,Style 4,None,Non
Nigel,Bradham,OLB,53,Florida State,9/4/1989,Right,241,6' 2",Normal,Skin 5,Face 1,No,Revolution,Type 19,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,High White,High White,None,Taped,Taped,None,Non
Larry,Dean,OLB,54,Valdosta State,8/7/1988,Right,226,6 '0",Normal,Skin 5,Face 4,No,Revolution,Type 7,None,No,No,Team 2,Team 2,Single Black,Single Black,None,None,None,Style 3,Style 3,None,Non
Kenny,Ladler,SS,31,Vanderbilt,6/23/1992,Right,207,6 '0",Normal,Skin 4,Face 7,No,Standard,Type 5,None,No,Yes,Type 2,Type 2,Neoprene Small,Neoprene Small,None,None,None,Style 6,Style 6,None,Non
Demaryius,Thomas,WR,88,Georgia Tech,12/25/1987,Right,229,6' 3",Normal,Skin 4,Face 2,No,Standard,Type 5,Clear,No,Yes,Team 4,Team 4,Single Black,Single Black,None,None,None,Style 3,Style 3,None,Non
David,Bruton,FS,30,Notre Dame,7/23/1987,Right,217,6' 2",Normal,Skin 3,Face 3,Yes,Standard,Type 5,Clear,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,Non
Manny,Ramirez,C,66,Texas Tech,2/13/1983,Right,320,6' 3",Extra Large,Skin 2,Face 13,No,Standard,Type 10,None,No,No,Taped,Taped,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
Orlando,Franklin,G,74,Miami (Fla.),12/16/1987,Right,320,6' 7",Extra Large,Skin 4,Face 4,No,Standard,Type 10,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,Non
Chris,Clark,T,75,Southern Mississippi,10/1/1985,Right,305,6' 5",Large,Skin 3,Face 10,No,Standard,Type 6,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Nate,Irving,ILB,56,North Carolina State,7/12/1988,Right,245,6' 1",Normal,Skin 4,Face 1,Yes,Standard,Type 19,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Non
Britton,Colquitt,P,4,Tennessee,3/20/1985,Right,205,6' 3",Normal,Skin 1,Face 11,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,None,Style 3,Style 3,None,Non
Peyton,Manning,QB,18,Tennessee,3/24/1976,Right,230,6' 5",Normal,Skin 17,Face 2,No,Revolution,Type 16,None,No,No,None,None,Single White,Single White,None,None,None,Style 6,Style 6,None,Non
Andre,Caldwell,WR,12,Florida,4/15/1985,Right,200,6 '0",Normal,Skin 3,Face 3,No,Standard,Type 5,None,No,No,Type 4,Type 4,None,None,None,None,None,Style 6,Style 6,None,Non
Jacob,Tamme,FB,84,Kentucky,3/15/1985,Right,230,6' 3",Normal,Skin 1,Face 10,No,Revolution,Type 19,None,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 4,Style 4,None,Non
Brock,Osweiler,QB,17,Arizona State,11/22/1990,Right,240,6' 8",Normal,Skin 1,Face 6,No,Standard,Type 2,None,No,No,None,None,Single Black,Single Black,None,None,None,Style 3,Style 3,None,Non
Ronnie,Hillman,RB,23,San Diego State,9/14/1991,Right,195,5' 10",Normal,Skin 5,Face 6,No,Revolution,Type 7,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,High Team,High Team,None,Style 3,Style 3,None,Non
Malik,Jackson,DE,97,Tennessee,1/11/1990,Right,293,6' 5",Large,Skin 4,Face 13,No,Standard,Type 19,Clear,No,No,Team 1,Team 1,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Omar,Bolden,CB,31,Arizona State,12/20/1988,Right,195,5' 10",Skinny,Skin 3,Face 6,Yes,Revolution,Type 5,Clear,No,No,Team 1,Team 1,Taped Small,Taped Small,High White,High White,None,Style 3,Style 3,None,Non
Virgil,Green,TE,85,Nevada,8/3/1988,Right,255,6' 5",Normal,Skin 4,Face 1,No,Standard,Type 7,None,No,No,Type 4,Type 4,Single White,Single White,None,None,None,Style 3,Style 3,None,Non
Julius,Thomas,TE,80,None,6/27/1988,Right,250,6' 5",Normal,Skin 4,Face 3,No,Standard,Type 7,None,No,No,Team 3,Team 3,Taped Small,Taped Small,Black,Black,None,Style 6,Style 6,None,Non
Danny,Trevathan,OLB,59,Kentucky,3/24/1990,Right,240,6' 1",Normal,Skin 4,Face 13,Yes,Standard,Type 17,None,Yes,No,Type 3,Type 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Aaron,Brewer,C,46,San Diego State,7/5/1990,Right,230,6' 5",Normal,Skin 1,Face 7,No,Standard,Type 3,None,No,No,None,None,None,None,None,None,None,Style 6,Style 6,None,Non
Louis,Vasquez,G,65,Texas Tech,4/11/1987,Right,335,6' 5",Large,Skin 2,Face 14,No,Revolution,Type 23,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Taped,Taped,None,Non
Terrance,Knighton,DT,98,Temple,7/4/1986,Right,335,6' 3",Extra Large,Skin 3,Face 1,No,Revolution,Type 23,None,Yes,No,Type 3,Type 3,Single White,Single White,None,None,None,Style 1,Style 1,None,Non
Montee,Ball,RB,28,Wisconsin,12/5/1990,Right,215,5' 10",Normal,Skin 4,Face 6,No,Standard,Type 5,None,No,Yes,Team 2,Team 2,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,Non
Sylvester,Williams,DT,92,North Carolina,11/21/1988,Right,313,6' 2",Large,Skin 3,Face 3,No,Revolution,Type 26,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 2,Style 2,None,Non
Kayvon,Webster,CB,36,South Florida,2/1/1991,Right,198,5' 11",Normal,Skin 4,Face 5,No,Standard,Type 5,Clear,No,No,Team 3,Team 3,Taped Large,Taped Large,None,None,None,Style 6,Style 6,None,Non
Steven,Johnson,ILB,53,Kansas,3/28/1988,Right,237,6' 1",Normal,Skin 4,Face 7,No,Revolution,Type 7,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 1,Style 1,None,Non
Ryan,Clady,T,78,Boise State,9/6/1986,Right,315,6' 6",Large,Skin 4,Face 7,Yes,Revolution,Type 26,None,No,No,Type 4,Type 4,Taped Small,Taped Small,Neoprene,Neoprene,None,Style 3,Style 3,None,Non
Derek,Wolfe,DE,95,Cincinnati,2/24/1990,Right,285,6' 5",Large,Skin 1,Face 6,No,Standard,Type 22,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 6,Style 6,None,Non
Von,Miller,OLB,58,Texas A&M,3/26/1989,Right,250,6' 3",Normal,Skin 3,Face 1,No,Revolution,Type 19,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,Non
Chris,Harris Jr.,CB,25,Kansas,6/18/1989,Right,199,5' 10",Skinny,Skin 4,Face 5,No,Standard,Type 5,None,No,No,Team 4,Team 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,Whit
